platform,video_id,video_title,video_views,channel_title,comment_id,parent_id,author,text,likes,published_at,updated_at,is_reply,collected_at,hashtag_query
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgwvZHq8_Dot4lGan9R4AaABAg,,@elphinechirove3832,"Zimbabwe,,like the song bt doesn't understand a thing❤❤",0,2025-12-03T17:04:34Z,2025-12-03T17:04:34Z,False,2025-12-09T19:07:17.719954,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgxR2wq02IslJtJzegB4AaABAg,,@roidenegrenihong,thank you my big brother,0,2025-12-03T16:37:45Z,2025-12-03T16:37:45Z,False,2025-12-09T19:07:17.719961,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgwiJ90q4IxVVb-E1FV4AaABAg,,@AshuraMussa-r6z,Nakupenda kaka wa kimataifa msarimie wf yangu,0,2025-12-03T16:04:31Z,2025-12-03T16:04:31Z,False,2025-12-09T19:07:17.719968,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgxU1hWotrOPWCQJGJd4AaABAg,,@PatrickNdumba-x8p,The world is witnessing witchcraft in the Tanzania music industry how Artist Harmonize is using witchcraft to slow down Diamond's views on youtube.. SHAME AFRICA ⚠️❌️❌️❌️❌️,1,2025-12-03T15:39:16Z,2025-12-03T15:39:16Z,False,2025-12-09T19:07:17.719975,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,Ugya7GvdjRwZ_5Me-XN4AaABAg,,@kandigesh002,My favorite 🎉🎉🎉❤❤❤❤,0,2025-12-03T15:22:27Z,2025-12-03T15:22:27Z,False,2025-12-09T19:07:17.719981,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgxBEOcnzSmpSoFBc2F4AaABAg,,@Reagan-n1j8l,A boy from tandale to the top of the world keep up bro,1,2025-12-03T14:18:38Z,2025-12-03T14:18:38Z,False,2025-12-09T19:07:17.719994,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgwL5eNOsKQI0gdCq_B4AaABAg,,@IssaMasudi-x3e,🎉🎉🎉🎉🎉,0,2025-12-03T14:09:59Z,2025-12-03T14:09:59Z,False,2025-12-09T19:07:17.720001,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgyXB-f3Tt4Z_yO-OGl4AaABAg,,@kipngenovictor5045,Diamond kwa kiswahili ni almasi ama ???,0,2025-12-03T11:58:31Z,2025-12-03T11:58:31Z,False,2025-12-09T19:07:17.720008,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,Ugy4JCmpy8Fa-8RG9A14AaABAg,,@Danielmashauri-u1g,One of the Big song,0,2025-12-03T11:27:24Z,2025-12-03T11:27:24Z,False,2025-12-09T19:07:17.720015,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,Ugy6muIZLcPx1N9_gdB4AaABAg,,@OuditenChiyumu,Nice one u a my feverit misisia n,0,2025-12-02T23:52:45Z,2025-12-02T23:52:45Z,False,2025-12-09T19:07:17.720022,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgwcuD-O3ytn0Bm2FCt4AaABAg,,@FootieFameDiaries,Hii ni mara yangu ya 100000000 nikiskiza hii Ngoma tangu itoke na bado🔥🔥🔥,1,2025-12-02T21:34:01Z,2025-12-02T21:34:01Z,False,2025-12-09T19:07:17.720028,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgxXRkxi0Aaj9pxIU8Z4AaABAg,,@ElyseIshimwe-j4r,Ndakwemera san up lights  kabx,0,2025-12-02T20:51:23Z,2025-12-02T20:51:23Z,False,2025-12-09T19:07:17.720035,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgztBKXHI9MA-rCXfa14AaABAg,,@munyani-son,Best song simba we n mnoma walai.,1,2025-12-02T20:31:45Z,2025-12-02T20:31:45Z,False,2025-12-09T19:07:17.720042,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,Ugx7ikeW0jmPoRrFT2F4AaABAg,,@GilmartKartus,J'aime vraiment cet homme ❤❤ depuis la RDC🇨🇩🇨🇩,0,2025-12-02T20:20:29Z,2025-12-02T20:20:29Z,False,2025-12-09T19:07:17.720049,#music
YouTube,BaSxCDp04WI,Diamond Platnumz - Nani (Official Music Video),11915567,Diamond Platnumz,UgzJVagP5eE-WRXufu54AaABAg,,@Edimontaganira,Ss ingoma irikunkoma,0,2025-12-02T20:15:21Z,2025-12-02T20:15:21Z,False,2025-12-09T19:07:17.720055,#music
